Genename	UniProtID	Length	Hk	genelength
Dmel\CG8119	Q9VXS5	244	0	734
Chpf	Q9VYH2	819	0	16891
Dmel\CG15221	Q9VYV0	545	0	12371
Dmel\CG15210	Q9VZ67	69	0	665
Teh3	Q9VZG8	448	0	2018
Drsl1	Q9VZQ5	69	0	209
Dmel\CG32278	Q9VZU0	111	1	2481
Rev1	Q9W0P2	995	0	3608
MED16	Q9W278	818	0	2754
shf	Q9W3W5	456	0	8196
Dmel\CG15764	Q9W465	293	0	1171
Pdha2	Q9W4H4	479	0	2195
rop-1	Q9W4R7	637	0	5265
Dmel\CG17776	Q9W513	70	1	533
MRG15	Q9Y0I1	424	1	1669
Dmel\CG32811	R9PY44	77	0	403
lincRNA.1032	X2JGB2	89	0	582
MIP09856	A0A0B4K755	64	0	334
Eglp4	A0A0B4KFZ1	297	0	7118
nerfin-2	A0A0B4KH20	775	0	2644
Dmel\CG34163	A1A6N4	87	0	531
Dmel\CG30357	A1Z7I5	451	0	1524
Dmel\CG42382	A1Z7R9	180	0	942
Ndg	A1Z877	1350	0	8213
jef	A1Z9U2	762	0	5976
Dmel\CG6665	A1ZAM0	349	1	1462
Dmel\CG14492	A1ZB12	199	0	660
Dmel\CG18537	A1ZB55	188	0	728
CG14766	A8DY64	714	0	2550
flip	A8JQS3	340	0	8707
Dmel\CG13373	A8JUS8	177	0	1207
ATP8A	B7YZF8	1350	0	24073
Dmel\CG42393	B7Z064	135	0	1481
Ir7d	B7Z0Y1	594	0	1873
CG14481	E1JH94	128	0	693
Dmel\CG42597	E1JHP6	166	0	739
CG15347-RB	F0JAP7	229	0	2404
Dmel\CG43249	M9NEB5	77	0	380
Sec24CD	M9PC99	1231	0	5738
axo	M9PE65	2179	0	57713
mst	O01939	574	0	2556
NitFhit	O76464	460	1	1579
neur	P29503	754	1	19123
TkR99D	P30975	519	0	18651
RpL9	P50882	190	1	1431
Hem	P55162	1126	1	3841
Or22c	P81911	402	0	3378
Itgbn	Q27591	799	0	5011
dpr3	Q59E13	522	0	51088
Dmel\CG34265	Q6ILW3	112	0	533
Dmel\CG10911	Q7JW48	359	0	1516
Mob4	Q7K0E3	223	1	1547
qsm	Q7K3W4	414	1	20557
CG11504-RA	Q7K4R2	410	1	1855
Ste:CG33247	Q7KV23	172	0	723
Dmel\CG31262	Q8IN99	579	0	5958
fabp	Q8INK3	157	0	7158
Dmel\CG31525	Q8IPL9	316	0	1170
Dmel\CG32192	Q8IQR9	136	0	1421
Dmel\CG32248	Q8IRB1	182	0	689
CG6994	Q8SY39	827	0	3487
Dmel\CG14253	Q8SYC5	399	1	7165
Prosalpha5	Q95083	244	1	1002
Galk	Q95U34	490	1	3879
Vajk1	Q9V3G8	373	0	2846
EG:BACR7A4.13	Q9V3J5	558	0	3315
Kr-h2	Q9V447	276	1	2971
MED26	Q9V4F9	1483	1	10462
cid	Q9V6Q2	225	0	1014
Dmel\CG7829	Q9VAG3	253	0	1026
CAH9	Q9VB76	311	0	3196
Tsc1	Q9VCC9	1100	1	4347
RanBP3	Q9VCI7	449	1	1897
Cdc16	Q9VCN6	718	0	2922
Dmel\CG13855	Q9VD15	706	0	2701
Dmel\CG13407	Q9VD47	444	0	2176
Qsox3	Q9VD62	562	0	1775
Dmel\CG17267	Q9VDJ3	363	0	1775
Dmel\CG7695	Q9VE57	145	0	757
Ccdc114	Q9VES4	473	0	1982
CG5470	Q9VF11	91	0	1948
Desat2	Q9VG68	361	0	1609
CG42286	Q9VHR2	1876	0	113289
Pld3	Q9VIF2	494	1	2056
BG:DS07851.8	Q9VJP6	230	0	813
Dmel\CG42810	Q9VJX6	109	0	502
firl	Q9VKB8	318	0	3318
Frmd5	Q9VKY7	572	0	3264
Dmel\CG7367	Q9VLU1	389	0	12874
Wnt10	Q9VM25	493	0	14149
Tsp	Q9VM97	1060	0	22295
CG13770	Q9VMA6	408	1	1561
IFT52	Q9VMC0	434	0	1785
DhpD	Q9VMY9	448	1	1851
Vha14-2	Q9VNL3	129	0	1813
Galm1	Q9VP02	370	0	2113
Dmel\CG7173	Q9VP16	564	0	2853
Rint1	Q9VS46	724	1	2636
Use1	Q9VSU7	250	0	1472
Zcchc7	Q9VVA9	1734	0	6964
Papst2	Q9VVD9	396	1	1668
CSN1b	Q9VVU5	525	1	1873
Dmel\CG7017	Q9VW93	359	0	1830
CG6951	Q9VWA2	203	0	4045
narya	Q9VWI4	211	0	992
Dmel\CG1662	Q9VYD6	245	1	1769
Tie	Q9VZA8	1233	0	21447
IntS10	Q9VZM7	631	0	2380
BcDNA:AT11049	Q9W0V5	190	0	1387
Dmel\CG15800	Q9W1J7	157	0	613
Rae1	Q9W2E7	346	1	1237
cg9346	Q9W2N6	957	0	3658
Dmel\CG15306	Q9W2W2	357	0	1658
Dmel\CG15330	Q9W3M1	181	0	638
PF1	Q9W410	878	1	3581
Pdfr	Q9W4Y2	669	0	26434
Dmel\CG11380	Q9W5A9	569	0	5352
Dmel\CG44174	A0A0B4KGB6	43	0	449
Lerp	A0A0B4KH68	918	0	20668
Dmel\CG34021	A1Z8X1	161	0	828
S-Lap5	A1Z9G3	549	0	2073
Dmel\CG6472	A1ZAL5	389	0	3982
cg	A8DYD1	837	0	9145
Dmel\CG34263	A8JNG8	85	0	313
Dmel\CG33234	A8JNI7	475	0	2000
Dmel\CG11741	A8JQV5	67	0	454
Dmel\CG42371	B7YZZ0	87	0	743
Ir7f	B7Z0X6	621	0	2087
Dmel\CG42591	E1JI69	159	0	507
Dmel\CG42718	M9MRV6	79	0	442
Dmel\CG43739	M9PBF3	15	0	47596
hth	O46339	487	1	132007
Src64B	P00528	552	1	33749
en	P02836	552	0	4204
Sry-alpha	P07666	530	0	3352
vas	P09052	661	0	12655
crn	P17886	702	1	2389
sli	P24014	1504	1	52623
spz	P48607	326	1	5080
fj	P54360	583	0	3550
Or33c	P81916	384	0	1233
Cyp309a2	P82713	538	0	8151
14-3-3epsilon	P92177	262	1	8019
Mos	Q1EC11	364	0	1453
TH1	Q24134	578	1	2618
Dmel\CG30380	Q4QPY9	101	0	458
mus201	Q4U2Q5	1236	0	4173
Teh4	Q4V5U6	524	0	3411
Cul4	Q5BI50	821	1	4058
Dmel\CG8613	Q5BIA9	808	1	3443
CG1598	Q7JWD3	336	1	1464
EloC	Q7JWD6	117	1	1201
Dmel\CG18636	Q7KT84	349	0	1297
park	Q7KTX7	482	1	2099
Dmel\CG9083	Q7KVF3	317	0	1232
Tpt	Q86BH3	212	0	3109
Gpdh3	Q8IN06	1304	0	4513
Dmel\CG31528	Q8IPM2	344	0	1227
AAN09619	Q8IRM2	338	0	1718
CG13529	Q8MMD7	468	0	3810
Dmel\CG11698	Q8MSM9	262	0	909
rumi	Q8T045	411	0	1583
62D9.a	Q95R34	309	0	1848
Kdm4A	Q9V333	495	0	2213
PH4alphaNE2	Q9VA61	542	0	2131
Rpp14b	Q9VAA7	112	0	646
Hsdl2	Q9VB10	412	1	1491
Dmel\CG5116	Q9VBQ7	526	1	2757
Dmel\CG13616	Q9VC75	231	0	873
Dmel\CG10184	Q9VCK6	383	0	2988
wam	Q9VCN4	550	0	1958
BcDNA:RH34302	Q9VDL5	67	1	572
CstF64	Q9VE52	419	0	1508
CG5233	Q9VEM9	266	0	908
anon-WO0140519.58	Q9VG86	501	0	5814
Exd2	Q9VGN7	583	1	2215
Ugt35A1	Q9VGS9	537	0	1847
Dmel\CG14689	Q9VGY1	487	0	1660
Srr	Q9VHF0	469	0	2365
Pif1B	Q9VHL6	1041	1	26890
Cks85A	Q9VHN1	96	1	5550
barr	Q9VIP9	735	0	3207
Ctu2	Q9VIV3	405	1	1606
Sidpn	Q9VJ16	507	0	3070
ChLD3	Q9VJI8	577	0	3760
BcDNA:RE16123	Q9VJL3	79	0	596
Dmel\CG16964	Q9VKE1	118	0	862
Sph35	Q9VL01	406	1	2525
Argl	Q9VLG9	469	1	2380
WUN-like	Q9VNU1	341	0	2457
Gr21a	Q9VPT1	454	0	2403
Dmel\CG8813	Q9VQI4	284	0	997
Dmel\CG2955	Q9VQX0	565	0	1924
Dmel\CG4669	Q9VRK6	611	0	2148
Noc1	Q9VTE6	1174	0	3967
Dmel\CG13032	Q9VV90	660	0	2300
Dmel\CG8568	Q9VX49	759	0	3553
Dmel\CG4949	Q9VX87	197	0	2401
Arlr	Q9VZ49	592	1	2313
dyl	Q9VZE0	611	0	13714
nSMase	Q9VZS6	442	1	1769
CG11531	Q9VZS9	258	0	824
aly	Q9VZW3	568	1	2392
dos	Q9VZZ9	878	1	6176
scf	Q9W0H8	329	0	1717
Dmel\CG6845	Q9W0V0	672	0	2623
mRpL43	Q9W1L1	192	1	909
Dmel\CG10332	Q9W1M5	111	0	859
RpS24	Q9W229	131	1	893
Treh	Q9W2M2	596	1	14927
Ir8a	Q9W365	936	0	3859
Dmel\CG6999	Q9W393	233	0	947
Dmel\CG10959	Q9W3J2	443	0	1903
Nf-YC	Q9W3V9	601	1	2741
Dmel\CG15773	Q9W487	478	0	1874
CG-6428	Q9W4N6	631	0	3220
CG9517	X2JKA0	281	0	7216
BcDNA:LP09251	A0A0B4K658	149	0	937
Pex11c	A0A0B4K701	234	0	2237
Mur89F	A0A0B4KG53	2159	0	49135
pre-mod(mdg4)-K	A0A0B4LHI2	107	0	4076
sqa	A1Z7Y7	888	0	31773
Dmel\CG9068	A1ZAD3	1227	0	4015
MESR4	A1ZAV3	2171	1	8520
AANATL4	A1ZBI9	224	0	743
Dmel\CG13869	A1ZBR8	215	0	934
Dmel\CG8908	A1ZBS3	1626	0	6074
ome	A2RVG6	1040	0	75029
Ehbp1	A4UZL3	1141	0	8220
Dmel\CG34223	A8DYA0	94	0	344
sona	B7YZP6	1102	0	44918
Dmel\CG14456	B7Z0A0	213	0	1066
Rtnl1	E1JHT6	607	0	16912
Xport-B	E1JIQ5	113	0	1092
CG43076-RA	F7VJS7	160	0	925
Dmel\CG6865	M9NDV6	285	0	1867
chrX_18032634_18033088.0	M9NFC6	82	0	458
gprs	O61366	1302	0	9882
E(spl)m6-BFM	O97179	70	0	1136
sc	P10084	345	0	1437
elav	P16914	483	0	13991
osk	P25158	606	0	3269
140up	P81928	261	0	1385
E(spl)mgamma-HLH	Q01070	205	0	910
slo	Q03720	1200	0	49104
Spn77Ba	Q0E8C8	450	0	2926
Dmel\CG34125	Q0E8T6	159	1	726
Cyp4e2	Q27606	526	1	2604
unpg	Q4V5A3	485	0	4665
Dmel\CG31007	Q4V6F6	176	0	757
lectin-37Db	Q59DY5	150	0	692
38B.19	Q7KT25	205	0	764
Dmel\CG17169	Q7PLW5	114	0	864
p24	Q8INX8	232	0	875
Socs36E	Q8INY1	737	0	13742
NEST:bs35c08	Q8IPK2	215	0	862
cg11777	Q8MKJ6	161	1	1027
Dmel\CG7573	Q8MS56	477	0	1650
Vps11	Q8SX81	830	0	2843
CG3426	Q95RP1	252	0	2713
Dmel\CG18787	Q9I7N2	398	0	1440
EG:96G10.8	Q9V401	119	0	556
Cyp6a13	Q9V4U9	493	0	1648
Nop10	Q9V5P6	64	1	380
APC10	Q9V831	195	1	925
alpha-Man-Ib	Q9VAP8	685	1	3769
Dmel\CG14262	Q9VB54	312	0	1056
DmelL2	Q9VB89	341	0	1146
Cfap97D	Q9VBH6	201	0	1743
shams	Q9VBY3	362	0	1878
Dmel\CG5326	Q9VCZ0	277	0	7745
CG13851	Q9VD05	681	1	12650
Dmel\CG5466	Q9VDK2	594	0	3386
myd	Q9VDY9	418	0	20437
Arl6IP1	Q9VES1	197	1	1566
Cyp6d5	Q9VFP1	508	0	2255
GstD6	Q9VG94	215	0	779
CG11673	Q9VHT7	383	0	1274
Pmvk	Q9VIT2	189	1	1258
Cep104	Q9VIU5	941	0	6299
Dmel\CG13084	Q9VIV8	454	0	1602
CG15175	Q9VIY5	868	0	2808
mol	Q9VJQ7	474	0	21812
Dmel\CG7025	Q9VLZ1	429	0	1574
Amus	Q9VNH1	300	0	1189
Cpr78E	Q9VP00	137	0	528
Dmel\CG3288	Q9VPA5	226	0	971
Nle	Q9VPR4	488	1	1755
Alp9	Q9VRM9	517	0	1880
Dmel\CG11726	Q9VTH9	291	0	983
Dmel\CG9592	Q9VUE9	152	0	650
Dmel\CG7841	Q9VUP0	174	1	3064
Phs	Q9VUS0	971	0	4229
Dmel\CG5157	Q9VUZ3	119	0	1392
Dmel\CG9701	Q9VV98	541	0	5818
Dmel\CG11905	Q9VVC1	607	0	7155
Dmel\CG8765	Q9VW28	690	1	3412
MKP-4	Q9VWF4	387	0	2615
Shawn	Q9VWG0	387	0	4091
Dmel\CG13008	Q9VXC2	877	0	3069
Dmel\CG12507	Q9VXJ3	304	0	1295
PPYR1	Q9VXX1	309	0	1054
Dmel\CG11594	Q9VZJ8	548	1	3311
Kah	Q9W0P9	442	0	6450
Naa35	Q9W1A2	784	1	2870
Gr59c	Q9W1U5	397	0	1256
stl	Q9W1Z6	1136	0	8133
Ugt49C1	Q9W2J3	530	0	2344
Corp	Q9W3G9	213	0	1511
cv	Q9W494	257	1	3082
Dmel\CG11436	Q9W4J6	465	0	1995
Dmel\CG12692	Q9W4L5	553	0	2229
Dmel\CG11381	Q9W5A7	436	0	1656
sra	Q9XZL8	292	1	10585
GlnRS	Q9Y105	778	1	2454
Vps4	Q9Y162	442	1	3405
EG:BACH48C10.5	X2JI50	1239	0	21407
btsz	A0A0B4K657	3734	0	71396
Dmel\CG43066	A0A0B4K7V4	721	0	11865
Dmel\CG30495	A0A0B4KFB3	331	0	2166
put	A0A0B4KG59	520	0	6673
Dmel\CG1607	A0A0B4KHK8	507	1	9784
lincRNA.707	A0A0B4LGS7	107	0	-
Eglp2	A0A0C4DHF9	290	0	13032
Mal-A6	A1Z7F1	601	0	2437
Marc	A1Z803	340	0	1387
Dmel\CG30037	A1Z8R5	420	0	1444
Dmel\CG4714	A1Z9B2	732	0	2485
CG13342	A1Z9I3	975	0	3101
Dmel\CG34185	A8DYD8	126	0	566
10737	B7YZL3	955	0	14080
Dmel\CG43401	D6W4P9	59	0	685
tai	M9ND53	2047	0	83433
BVRA	M9PE54	337	0	1372
Dmel\CG9784	M9PHS8	519	0	4079
a6	O46341	409	0	2274
Rap2l	O96692	182	1	2354
Ras64B	P04388	192	1	2322
Cyt-c-d	P04657	105	0	3744
Eip75B	P13055	1412	0	113743
Su(H)	P28159	594	1	3846
RpS19a	P39018	156	1	1355
pll	Q05652	501	1	2051
ImpL2	Q09024	267	1	12141
Dmel\CG11598	Q0KI77	388	0	1366
ewg	Q24312	733	1	11209
Cyp6a9	Q27594	504	0	2016
dls	Q4ABJ0	176	0	704
CG43068-RA	Q6IGE2	208	0	794
Socs44A	Q7JVF1	342	1	1901
Dmel\CG11892	Q7K025	439	0	1689
RpLP0-like	Q7K1Q7	256	1	1072
lig	Q86S05	1375	1	10838
NimA	Q8IP58	565	0	5842
Twdlalpha	Q8IR08	388	0	1518
CG32751	Q8IRR1	525	0	2074
Mmp2	Q8MPP3	758	1	72719
NEST:bs01d10	Q8MZB8	199	0	2204
BcDNA:RH62928	Q8SY67	159	0	740
mu2	Q95RC8	1280	0	4741
Kcmf1	Q95RX5	599	1	4627
Sirt2	Q9I7I7	355	1	2450
Prx2	Q9V3P0	194	1	2170
Agps	Q9V778	631	1	5158
dgt6	Q9VAP2	654	0	2388
Dmel\CG4849	Q9VAX8	975	0	3543
CG17196-PA	Q9VBM6	276	0	949
sosie	Q9VC30	186	0	6536
CSN6	Q9VCY3	341	1	1260
Dmel\CG3581	Q9VDY0	253	0	1032
Dmel\CG7691	Q9VE63	283	0	1484
Amt	Q9VFA9	562	0	1974
TBC1D5	Q9VFX6	654	1	2874
Dmel\CG14383	Q9VG11	332	0	1135
dpr17	Q9VGD3	664	0	16544
Blm	Q9VGI8	1487	0	4973
Dmel\CG8236	Q9VHL9	440	0	1756
Elmod	Q9VI65	316	1	1756
Ugt301D1	Q9VJ81	530	0	3952
GMF	Q9VJL6	138	1	1298
Dmel\CG15282	Q9VJS1	79	0	827
CG31760	Q9VKA4	1093	0	27728
Dmel\CG14947	Q9VKB7	270	0	1639
Dmel\CG13124	Q9VL73	510	0	5354
Rab30	Q9VM50	223	1	2113
Dmel\CG17375	Q9VM79	268	0	1468
Dmel\CG14636	Q9VMY7	389	0	10821
anon-WO0118547.367	Q9VNF5	438	1	1423
ND-B14.5AL	Q9VNT3	145	0	757
Ccdc85	Q9VQK1	607	0	16783
Dmel\CG11927	Q9VR36	489	1	1733
RunxB	Q9VRA9	663	0	28600
Dmel\CG13299	Q9VRW1	112	0	556
Tcs3	Q9VV41	347	0	1295
Dmel\CG4229	Q9VV71	256	0	1135
Edc3	Q9VVI2	680	0	4528
anon-WO0118547.731	Q9VVS3	378	0	1211
Dmel\CG6843	Q9VVU4	366	0	1358
Ccdc58	Q9VW41	136	1	1751
Dmel\CG7914	Q9VWK8	315	0	1229
Dmel\CG6106	Q9VWW1	486	0	3646
Prp16	Q9VY54	1222	1	23370
Fit1	Q9VZI3	708	1	3552
anon-WO0107627.3	Q9VZR5	199	1	3776
Dmel\CG13875	Q9W0U4	486	0	2612
Ice1	Q9W1R4	1395	0	4593
Obp58c	Q9W208	199	0	806
BcDNA:RH44966	Q9W257	229	0	4363
GlcT	Q9W297	440	1	3393
CT27394	Q9W306	121	1	602
Dmel\CG2129	Q9W3J4	465	0	2016
detr	Q9W3V3	303	1	5747
Dmel\CG15784	Q9W4C1	554	0	2955
CG3638	Q9W5A5	655	1	21395
Dmel\CG9581	Q9W5W7	545	1	1939
Dmel\CG45084	X2JAK7	44	0	6710
Svil	X2JAM4	4526	0	121571
Dmel\CG43061	A0A0B4K6L9	53	0	386
Dmel\CG43125	A0A0B4K7A7	258	0	887
Dmel\CG13643	A0A0B4KHG9	819	0	8319
Dmel\CG33467	A0A0B4LFG8	188	0	738
Est17	A0A0B4LHM3	707	0	8722
CG13627-5'utr	A0A1Z1CK60	22	0	4650
alc	A1Z7Q8	341	0	2558
CG12895	A1Z897	156	1	784
anon-EST:Posey175	A1Z8K5	541	0	3502
Cpr49Ah	A1Z8Z7	190	0	1208
BcDNA:AT30190	A1ZAR7	128	0	508
Shawl	A8DYR5	937	0	44847
Pde1c	B7YZV4	834	0	114416
Jon99Ciii	C0HKF8	265	0	1239
CG40530-RB	D0EP95	214	0	723
Mst36Fb	E1JHL3	470	0	1731
CG18682-RB	E1JJ19	301	0	1240
CG43103-RA	F3YD71	77	0	481
Ank2	M9MRX4	13559	0	63006
Dmel\CG43330	M9NEJ1	170	0	554
Dmel\CG43800	M9PF07	127	0	648
Gs1	P20477	399	1	2395
fu	P23647	805	0	3449
Rcc1	P25171	547	1	2511
Fdx1	P37193	172	1	1043
Gr64b	P83294	406	0	3427
Ets97D	Q04688	464	1	2111
HmgD	Q05783	112	1	15269
bru2	Q0E8R3	893	0	53309
Dmel\CG33920	Q4AB20	180	0	714
CAH8	Q4V4S9	303	0	3225
dmpd	Q7K2J4	603	1	3757
Dmel\CG12910	Q7K2R1	466	0	4148
Ttc7	Q7KN74	861	1	4340
Gyf	Q7KQM6	1574	1	13468
AsnS	Q7KTW9	558	1	1855
Spn42Dd	Q7YTY6	372	0	1593
Dmel\CG31516	Q8I0K2	248	0	1667
Cpr65Av	Q8I0P8	111	0	751
Saf-B	Q8IMV6	928	0	4886
p53	Q8IMZ4	495	0	4425
Dmel\CG31677	Q8INV0	158	0	661
Dmel\CG32024	Q8IQB0	209	0	806
Vha16-3	Q8IQG3	158	0	681
BcDNA:RE24507	Q8SWU6	295	0	1124
EndoB	Q8SYD9	390	1	3218
sinah	Q8T3Y0	351	0	1449
Balat	Q961J5	604	0	2225
BG:DS00941.11	Q961T9	170	0	2258
MAGE	Q9I7L4	232	0	942
Dmel\CG18810	Q9I7L7	300	0	1167
eIF3h	Q9U9Q4	338	1	1901
TwdlJ	Q9VBD6	274	0	907
RpL34a	Q9VBH8	162	1	847
Dmel\CG6432	Q9VC92	674	0	3723
Dmel\CG16723	Q9VCK8	695	0	2648
Idi	Q9VDC2	256	1	1282
mat1	Q9VDC8	204	1	2880
Ir93a	Q9VDH6	868	0	8236
Dmel\CG14302	Q9VE38	71	0	353
Prx3	Q9VEJ0	234	0	1309
Dmel\CG5225	Q9VEP4	594	0	2008
Art3	Q9VFB3	516	0	1803
CG9286	Q9VFR0	297	1	1118
ohgt	Q9VH36	585	1	2328
Neurochondrin	Q9VI25	723	1	2579
Dmel\CG1105	Q9VI53	422	1	2950
yellow-b	Q9VJI5	453	1	3947
l(2)k05911	Q9VK10	639	0	5917
mtDNA-helicase	Q9VL76	613	0	2191
Cox11	Q9VMQ6	241	1	897
SP555	Q9VMV3	301	0	3109
laza	Q9VNU2	334	1	2315
ND-39	Q9VPE2	416	1	5002
BcDNA:AT13539	Q9VPP7	141	1	555
nAChRbeta3	Q9VPQ8	441	0	1967
uncNacbeta	Q9VPR2	795	0	3251
Ddx56	Q9VRI0	560	1	2428
yip7	Q9VRS4	270	0	959
Dmel\CG13309	Q9VSQ7	229	0	870
Dmel\CG4942	Q9VST8	351	0	1362
Rpt4R	Q9VTQ9	398	0	1573
Lmx1a	Q9VTW5	640	0	6669
Or71a	Q9VUK5	378	0	1540
Dmel\CG13068	Q9VV10	109	0	519
ash1	Q9VW15	2226	1	7982
Flacc	Q9VWN4	1150	1	4658
Xrcc2	Q9VWT5	250	0	1131
CG13007	Q9VXB8	575	0	5765
Dmel\CG1537	Q9VZ38	135	0	1143
Dmel\CG13563	Q9W1C1	613	0	2293
Dmel\CG3500	Q9W1R8	198	1	1193
Dmel\CG10307	Q9W2D7	341	0	1480
X11Lbeta	Q9W2S5	2139	0	83210
CARPB	Q9W316	327	0	72226
Dmel\CG12112	Q9W3E0	201	0	1313
Efr	Q9W429	352	1	2762
mip130	Q9W542	986	1	12079
EG:63B12.11	Q9W551	106	1	976
Dmel\CG15322	Q9W5X2	740	0	5299
hemo	A0A0B4K753	88	0	909
Dmel\CG43296	A0A0B4K836	115	0	530
kek6	A0A0B4KHL5	843	0	42510
Dmel\CG45676	A0A0B4LH10	67	0	410
Epac	A1Z6P8	1006	0	39226
Smyd4-3	A1Z8L3	660	0	2482
Parp16	A1ZAG4	359	0	1526
Dmel\CG15615	A1ZAJ7	363	0	3288
Sik3	A1ZBC4	1471	1	17673
MFS15	A1ZBD9	497	1	2060
Dmel\CG13437	A1ZBX9	149	0	1010
p130CAS	A4IJ58	831	1	21633
Dmel\CG34189	A8DYG6	122	0	481
Dmel\CG42336	B7YZF1	162	0	2984
Dmel\CG42818	M9MSI7	1085	0	3620
CT35293	M9NDT2	464	0	15239
Dmel\CG15412	M9PED9	486	0	2144
TfAP-2	M9PIH9	471	0	26521
Fs(2)Ket	O18388	884	1	16332
MtnA	P04357	40	1	963
Rap1	P08645	184	1	3124
Arr1	P15372	364	0	3038
v	P20351	379	0	1659
CycB	P20439	530	1	3427
kay	P21525	755	1	28118
Hs2st	P25722	349	0	1917
E(spl)mbeta-HLH	Q01069	195	1	977
btl	Q09147	1052	0	7457
MIP08535	Q2PDZ4	350	0	2008
His2A:CG33859	Q4AB57	124	0	492
Dmel\CG33725	Q4ABI9	181	0	3837
Ufsp1	Q4V6M7	234	0	1095
scaf6	Q59E33	960	0	5715
Dmel\CG42792	Q6IHC9	88	0	532
CaMKI	Q7JMV3	405	1	8443
CG32809	Q7KW14	1234	0	19658
gh06087	Q86BM0	209	0	1312
lqfR	Q8IN05	1415	0	7750
BcDNA:SD11171	Q8IN20	203	0	833
NEST:bs29d02	Q8IN66	246	0	1195
Pmi	Q8IQ56	182	0	4634
BcDNA:RE42781	Q8MYZ2	88	0	712
Dmel\CG13679	Q8SZ49	119	0	553
CG14722	Q8T088	498	1	2137
speck	Q94521	275	1	18199
CG10038	Q95RN0	325	1	1657
Gtpbp2	Q960F7	643	1	4322
Kua	Q9V3B5	310	0	5794
Dmel\CG11333	Q9V9X3	204	0	833
crhbp	Q9VA76	353	0	8422
alrm	Q9VBR3	471	0	1716
Dmel\CG11854	Q9VBV1	250	0	1242
Cad96Ca	Q9VBW3	773	0	10712
Dmel\CG10301	Q9VCJ3	306	0	1180
Dmel\CG3517	Q9VDW9	382	0	1420
Ino80	Q9VDY1	1638	0	34158
Smu1	Q9VE18	509	1	2344
CG32920	Q9VEC8	130	1	1831
Decay	Q9VET9	308	0	1992
AK-3	Q9VF23	457	0	1902
Cog2	Q9VF78	710	1	3176
Dmel\CG14852	Q9VFI4	174	0	586
Cht5	Q9VFR3	595	0	3183
Cyp313a5	Q9VGB5	487	0	1890
Ak3	Q9VGU6	216	1	2243
Ir85a	Q9VHL4	605	0	2282
wtrw	Q9VHY7	986	0	9816
Sas-4	Q9VI72	901	0	2852
Dmel\CG4650	Q9VJR8	299	0	1167
EMC3	Q9VKR0	247	1	1023
ath	Q9VL25	694	1	2578
GlcAT-S	Q9VLA1	409	1	6640
GalT4	Q9VLS8	585	1	6988
slam	Q9VME5	1173	0	4896
Dmel\CG9098	Q9VMJ4	944	0	4974
Ucp4C	Q9VMK1	335	0	1195
synr	Q9VMY2	378	0	1563
TwdlV	Q9VMZ8	251	0	1125
Atet	Q9VQY4	832	1	11863
CG7457	Q9VSA4	1405	0	6574
GAPsec	Q9VSM8	403	0	1862
Or67b	Q9VT20	421	0	1877
Dmel\CG32085	Q9VTL8	666	0	29827
Gcat	Q9VTN9	417	0	1913
Dmel\CG8173	Q9VX24	398	0	2252
Fer3HCH	Q9VYH1	186	0	812
mRpS6	Q9VZD5	147	1	693
Ids	Q9VZP8	512	0	1815
Dmel\CG1231	Q9W0R2	345	0	1242
Brca2	Q9W157	971	0	3409
Dmel\CG3735	Q9W1G1	700	0	2677
Dmel\CG18128	Q9W1K6	339	0	1138
Dmel\CG2852	Q9W227	205	1	1698
Grl58a	Q9W2A4	404	0	1214
Dmel\CG2972	Q9W2Y4	472	1	1896
Zdhhc8	Q9W345	934	1	31719
dwg	Q9W4V9	592	1	2344
Zw10	Q9W4X9	721	1	2627
Dmel\CG17168	Q9W5Q1	421	1	1838
GramD1B	R9PY62	1249	0	14732
Dmel\CG42867	A0A0B4JCV2	67	0	499
pre-mod(mdg4)-AD	A0A0B4JCY7	107	0	2670
Dmel\CG44044	A0A0B4KGR8	66	0	351
pre-mod(mdg4)-P	A0A0B4LHE5	136	0	4076
Dmel\CG6972	A0A126GV06	296	0	2331
Dmel\CG11836	A0A4D6K1E7	333	0	1586
Dmel\CG46463	A0A6M3Q6F3	92	0	4999
Np	A1Z7M3	1041	0	13642
Dmel\CG30486	A1Z959	263	0	959
Dmel\CG30075	A1Z9Q7	195	0	756
Blos1	A1Z9S1	147	1	732
krimp	A1ZAC4	746	0	2619
Dmel\CG5267	A1ZAJ3	201	0	750
Dmel\CG34287	A2VEQ4	235	0	950
FBgn0058460	A8Y5B0	436	0	7671
Grl62b	B7Z0I1	422	0	1321
Alr	C0PVB3	266	1	1853
Dmel\CG42504	E1JIJ2	220	0	3687
CG31808-RC	F9VMG5	56	0	11909
Dmel\CG32846	M9MSK1	356	0	1444
Cep135	M9MSL4	1065	0	11292
Dmel\CG13258	M9ND90	212	0	1015
Dmel\CG43362	M9NF92	32	0	209
Ccp84Ab	O97059	221	0	909
Polr2C	O97183	275	1	969
ph-p	P39769	1589	0	12161
dhd	P47938	107	0	954
RpL22	P50887	299	1	2570
Csp	Q03751	249	1	6363
mesh	Q0KHY3	1454	1	17373
Dmel\CG34130	Q0KI07	297	0	973
Tsp42A	Q1ECC3	237	0	1297
EbpII	Q23982	66	0	662
NetA	Q24567	726	0	49916
Dpm3	Q2PDR0	94	0	492
Dmel\CG7255	Q2PDY3	1063	0	6940
Dmel\CG33795	Q4ABJ4	178	0	651
RanBPM	Q4Z8K6	962	1	6873
